id,name,category,price
739,Gaming Headset 6411,Gaming,9898
740,Power Bank 6453,Electronics,4881
741,Printer 4077,Office,1487
742,Game Controller 6337,Gaming,8637
743,Mechanical Keyboard 5033,Computer,2374
744,Android Phone 1136,Phone,8179
745,Mechanical Keyboard 6999,Computer,7221
746,Smartphone 6016,Phone,8033
747,Flagship Phone 9828,Phone,4140
748,Gaming Chair 1852,Gaming,3303
749,Gaming Laptop 6583,Computer,5091
750,5G Phone 7312,Phone,6324
751,Budget Phone 2330,Phone,7155
752,Budget Phone 3390,Phone,5353
753,Coffee Machine 6624,Home,5247
754,Flagship Phone 9535,Phone,4875
755,Notebook 6261,Office,4071
756,5G Phone 1965,Phone,6537
757,Console 9039,Gaming,3373
758,Gaming Laptop 7663,Computer,9112
759,HDMI Cable 4873,Accessories,3534
760,Desk Organizer 8280,Office,1233
761,Business Laptop 4239,Computer,5061
762,HDMI Cable 6276,Accessories,2625
763,Smart Watch 7951,Electronics,7457
764,Console 8400,Gaming,6666
765,Printer 702,Office,6953
766,Printer 9829,Office,5990
767,USB Cable 4167,Accessories,1492
768,Laptop Stand 825,Accessories,5916
769,Gaming Headset 7152,Gaming,6647
770,Wireless Speaker 4339,Electronics,272
771,Monitor 9242,Computer,8466
772,Game Controller 7403,Gaming,9524
773,Flagship Phone 9743,Phone,6508
774,Laptop Stand 5751,Accessories,8299
775,Wireless Speaker 4940,Electronics,8009
776,Air Fryer 2421,Home,1506
777,5G Phone 7560,Phone,5210
778,Printer 8012,Office,3489
779,Smartphone 7278,Phone,7901
780,Phone Case 1200,Accessories,7512
781,Smartphone 470,Phone,832
782,Office Chair 2792,Office,5720
783,Mouse Pad 2958,Accessories,4096
784,Gaming Headset 9272,Gaming,2723
785,Coffee Machine 6736,Home,7670
786,Laptop Stand 7180,Accessories,3122
787,Air Purifier 3332,Home,578
788,Blender 6470,Home,9802
789,Smart TV 4660,Electronics,3619
790,Printer 1767,Office,1125
791,Desk Lamp 6093,Office,8896
792,Flagship Phone 1967,Phone,3328
793,Budget Phone 5234,Phone,8119
794,Console 6531,Gaming,6467
795,Gaming Headset 5866,Gaming,1971
796,Printer 2926,Office,7601
797,Printer 9769,Office,4973
798,Bluetooth Headset 2031,Electronics,2294
799,Gaming Laptop 3099,Computer,5103
800,Budget Phone 6464,Phone,2416
801,Coffee Machine 9517,Home,9871
802,Coffee Machine 8073,Home,7031
803,Laptop Stand 9191,Accessories,8904
804,Mechanical Keyboard 2398,Computer,8122
805,Desktop PC 978,Computer,5254
806,Office Chair 8039,Office,5982
807,Desktop PC 9300,Computer,3296
808,Gaming Chair 8156,Gaming,8209
809,Blender 2840,Home,7372
810,Wireless Speaker 3713,Electronics,9363
811,5G Phone 3783,Phone,635
812,Game Controller 7592,Gaming,4829
813,Console 8469,Gaming,8215
814,Wireless Speaker 4489,Electronics,9483
815,Notebook 8980,Office,8998
816,Desk Organizer 9051,Office,781
817,Gaming Laptop 4155,Computer,7065
818,Flagship Phone 4405,Phone,628
819,Flagship Phone 2023,Phone,1525
820,Desk Lamp 9732,Office,3982
821,Mouse Pad 7115,Accessories,5844
822,Business Laptop 3490,Computer,2381
823,Printer 5847,Office,1072
824,Console 8927,Gaming,4705
825,Mechanical Keyboard 4840,Computer,5402
826,Console 1660,Gaming,4480
827,Gaming Laptop 4643,Computer,6843
828,Desk Lamp 4190,Office,2178
829,Business Laptop 6534,Computer,5377
830,Air Purifier 4502,Home,2429
831,HDMI Cable 7505,Accessories,6886
832,Power Bank 8547,Electronics,1625
833,Phone Case 7549,Accessories,4658
834,Air Purifier 140,Home,5462
835,Desk Organizer 5969,Office,1626
836,Printer 6616,Office,1137
837,Business Laptop 8205,Computer,7139
838,5G Phone 5633,Phone,5389
839,Game Controller 9375,Gaming,9568
840,Notebook 893,Office,8051
841,Power Bank 366,Electronics,1731
842,Power Bank 7579,Electronics,2688
843,Smart TV 2261,Electronics,7109
844,Laptop Stand 4589,Accessories,5045
845,Bluetooth Headset 1450,Electronics,6005
846,Smartphone 6593,Phone,2811
847,Laptop Stand 7132,Accessories,5105
848,USB Cable 117,Accessories,1594
849,Gaming Laptop 2274,Computer,7912
850,Console 7391,Gaming,3805
851,Bluetooth Headset 2075,Electronics,232
852,Desk Lamp 7926,Office,7019
853,Power Bank 1563,Electronics,3851
854,USB Cable 5233,Accessories,1778
855,Android Phone 6370,Phone,5002
856,Desk Lamp 1220,Office,2281
857,Gaming Mouse 2788,Gaming,9328
858,Coffee Machine 2580,Home,5853
859,Coffee Machine 1520,Home,7348
860,Wireless Speaker 9759,Electronics,2393
861,Phone Case 7135,Accessories,6391
862,Android Phone 4637,Phone,2390
863,Laptop Stand 9166,Accessories,1480
864,Console 4768,Gaming,9930
865,Notebook 3466,Office,539
866,Game Controller 6518,Gaming,8448
867,Android Phone 8208,Phone,994
868,Coffee Machine 8285,Home,1947
869,USB Cable 8755,Accessories,9830
870,Bluetooth Headset 2262,Electronics,6016
871,Blender 6086,Home,9412
872,Gaming Chair 1295,Gaming,2930
873,Wireless Speaker 325,Electronics,9723
874,Smartphone 1090,Phone,3634
875,Printer 4793,Office,6620
876,HDMI Cable 7039,Accessories,8309
877,USB Cable 8891,Accessories,6690
878,Gaming Headset 1469,Gaming,2601
879,Budget Phone 3429,Phone,1394
880,Printer 5453,Office,2645
881,Air Fryer 5181,Home,9708
882,Laptop Stand 1048,Accessories,7267
883,Desktop PC 2000,Computer,1512
884,Vacuum Cleaner 2977,Home,1001
885,Smart TV 285,Electronics,307
886,Mechanical Keyboard 8668,Computer,8233
887,Game Controller 6192,Gaming,4347
888,Gaming Laptop 580,Computer,4503
889,5G Phone 8682,Phone,7134
890,Smart Watch 1362,Electronics,4408
891,Air Purifier 6000,Home,7557
892,Smart Watch 2834,Electronics,8285
893,5G Phone 1785,Phone,2677
894,Game Controller 8436,Gaming,1989
895,Wireless Speaker 4106,Electronics,821
896,Bluetooth Headset 6374,Electronics,7829
897,Gaming Laptop 9158,Computer,3032
898,Desk Lamp 5372,Office,6970
899,Mechanical Keyboard 4544,Computer,6919
900,Printer 6208,Office,1376
901,Wireless Speaker 3038,Electronics,8325
902,Gaming Laptop 6668,Computer,8550
903,Bluetooth Headset 5190,Electronics,7720
904,Budget Phone 7583,Phone,1515
905,Smart TV 4877,Electronics,6144
906,Console 4074,Gaming,5079
907,Air Purifier 8183,Home,6133
908,Printer 4116,Office,3301
909,Desktop PC 491,Computer,204
910,Mechanical Keyboard 257,Computer,8972
911,Flagship Phone 5138,Phone,123
912,Smart Watch 4002,Electronics,3461
913,Air Fryer 2432,Home,8161
914,USB Cable 819,Accessories,4684
915,Desktop PC 6202,Computer,8615
916,Air Purifier 1665,Home,1491
917,Gaming Chair 1326,Gaming,2287
918,Gaming Mouse 7226,Gaming,9403
919,Laptop Stand 4878,Accessories,2241
920,Flagship Phone 5445,Phone,5261
921,5G Phone 3927,Phone,7517
922,Smart TV 9679,Electronics,3421
923,Wireless Speaker 2793,Electronics,2646
924,Vacuum Cleaner 6760,Home,7735
925,Bluetooth Headset 3501,Electronics,8880
926,Blender 4441,Home,5151
927,Office Chair 2682,Office,2064
928,Printer 760,Office,5084
929,Business Laptop 1594,Computer,5470
930,Phone Case 6592,Accessories,4166
931,Gaming Headset 4362,Gaming,902
932,Office Chair 6725,Office,2948
933,Printer 9113,Office,7508
934,Desktop PC 1769,Computer,1651
935,Office Chair 295,Office,2390
936,Smart TV 3346,Electronics,3741
937,Notebook 1476,Office,6663
938,Gaming Headset 1328,Gaming,9702
939,Smart TV 7365,Electronics,1156
940,Office Chair 5532,Office,2210
941,Power Bank 929,Electronics,799
942,Desktop PC 6571,Computer,9502
943,Blender 7090,Home,583
944,Business Laptop 3166,Computer,5899
945,Flagship Phone 2535,Phone,4685
946,Bluetooth Headset 8273,Electronics,4126
947,Blender 1099,Home,9122
948,Power Bank 2348,Electronics,4683
949,Air Purifier 4182,Home,3367
950,USB Cable 6366,Accessories,9007
951,Desk Organizer 9021,Office,5983
952,Notebook 9367,Office,8040
953,Gaming Chair 4530,Gaming,5369
954,Mechanical Keyboard 9883,Computer,527
955,Mechanical Keyboard 1059,Computer,580
956,Printer 5956,Office,7828
957,Desk Lamp 2715,Office,9668
958,Smart TV 4466,Electronics,4160
959,Game Controller 9532,Gaming,1016
960,Notebook 2946,Office,6463
961,Monitor 5310,Computer,3975
962,Printer 562,Office,5978
963,Mouse Pad 9334,Accessories,5861
964,Business Laptop 8164,Computer,9325
965,Game Controller 8135,Gaming,5163
966,Wireless Speaker 3911,Electronics,1578
967,Gaming Mouse 8725,Gaming,3684
968,Vacuum Cleaner 3400,Home,111
969,Notebook 3007,Office,2237
970,Office Chair 459,Office,5401
971,Business Laptop 1917,Computer,9711
972,Notebook 1288,Office,8722
973,Budget Phone 1755,Phone,6581
974,5G Phone 2335,Phone,5044
975,Desktop PC 5298,Computer,7257
976,Monitor 5946,Computer,9307
977,Business Laptop 6299,Computer,9749
978,Android Phone 3011,Phone,4925
979,Mouse Pad 6515,Accessories,129
980,Office Chair 3083,Office,9397
981,Console 3719,Gaming,5313
982,USB Cable 8229,Accessories,9365
983,Gaming Laptop 3999,Computer,5525
984,Android Phone 1553,Phone,5334
985,Desk Organizer 286,Office,5600
986,Android Phone 1210,Phone,3535
987,Smartphone 120,Phone,4305
988,Power Bank 6975,Electronics,6423
989,Desktop PC 6304,Computer,6883
990,Flagship Phone 1761,Phone,9046
991,Printer 3795,Office,7955
992,Gaming Laptop 647,Computer,7493
993,5G Phone 4378,Phone,428
994,Bluetooth Headset 2887,Electronics,1315
995,Air Fryer 9062,Home,2736
996,Smart Watch 8009,Electronics,5636
997,HDMI Cable 2803,Accessories,607
998,Game Controller 977,Gaming,7213
999,Smart TV 3212,Electronics,5524
1000,Air Purifier 4446,Home,9178
